epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
9,478.853,1.34413,1.75674,0.80857,1.00633,0.74332,0.61575,0.7071,0.39262,0.41311,0.38315,0.35016,0.15994,1.51089,2.12762,0.93512,1.02104,0.000998264,0.000998264,0.000998264
10,530.576,1.29465,1.70791,0.78643,0.9969,0.69478,0.64391,0.69305,0.35653,0.46684,0.4042,0.42565,0.18233,1.61037,2.15747,0.93044,1.0432,0.000997803,0.000997803,0.000997803
11,581.46,1.29042,1.71805,0.77369,0.99019,0.76193,0.62836,0.72673,0.39033,0.4231,0.44697,0.38816,0.1729,1.55696,1.96477,0.88421,1.03971,0.000997288,0.000997288,0.000997288
12,632.394,1.27356,1.67027,0.7603,0.98614,0.75186,0.63772,0.71812,0.38406,0.45346,0.43461,0.39203,0.15676,1.56868,2.16212,0.86488,1.08385,0.00099672,0.00099672,0.00099672
13,682.994,1.24335,1.61138,0.73464,0.97507,0.80264,0.66475,0.74626,0.4078,0.44895,0.45967,0.41336,0.18701,1.45052,1.93847,0.83207,1.01488,0.000996097,0.000996097,0.000996097
14,733.29,1.23568,1.62191,0.73161,0.97678,0.79142,0.65224,0.71872,0.39888,0.51336,0.4542,0.43466,0.19192,1.42141,2.29436,0.83574,1.00996,0.00099542,0.00099542,0.00099542
15,780.785,1.23174,1.61311,0.72207,0.97242,0.79942,0.67502,0.75507,0.41256,0.47694,0.44653,0.39015,0.17491,1.44569,2.25374,0.80753,1.00099,0.00099469,0.00099469,0.00099469
16,829.934,1.20631,1.61248,0.71493,0.96124,0.78531,0.66663,0.7355,0.39505,0.49602,0.45055,0.45559,0.21043,1.53738,2.20109,0.84984,1.01017,0.000993906,0.000993906,0.000993906
17,879.438,1.21587,1.59318,0.71858,0.9675,0.78675,0.68984,0.76099,0.42351,0.5163,0.48932,0.43568,0.1909,1.34179,2.09686,0.76788,0.98723,0.000993068,0.000993068,0.000993068
18,929.029,1.19133,1.55902,0.70371,0.96264,0.78163,0.68185,0.75713,0.43623,0.47631,0.45197,0.37961,0.14317,1.37158,2.14412,0.78553,1.01441,0.000992177,0.000992177,0.000992177
19,979.709,1.22184,1.57845,0.71107,0.96715,0.80278,0.69431,0.75392,0.38359,0.53771,0.49635,0.48526,0.23606,1.49774,2.09021,0.8233,1.01177,0.000991232,0.000991232,0.000991232
20,1030.29,1.1768,1.55204,0.69848,0.96023,0.81562,0.681,0.76436,0.44653,0.55016,0.46103,0.45041,0.20844,1.31414,1.86475,0.78204,0.98005,0.000990234,0.000990234,0.000990234
21,1080.18,1.18756,1.57038,0.69244,0.9588,0.80642,0.70814,0.77814,0.44232,0.58068,0.53634,0.51035,0.25784,1.34261,1.98168,0.7607,0.95916,0.000989183,0.000989183,0.000989183
22,1129.84,1.1782,1.55079,0.68912,0.95303,0.79953,0.68281,0.76135,0.44728,0.50286,0.47388,0.4382,0.19276,1.2984,1.99261,0.76039,0.96075,0.000988079,0.000988079,0.000988079
23,1179.81,1.18016,1.54262,0.6829,0.95107,0.82575,0.69645,0.77784,0.46468,0.49915,0.45749,0.39844,0.17306,1.29224,1.83041,0.73523,0.96514,0.000986922,0.000986922,0.000986922
24,1230.03,1.15663,1.50703,0.67051,0.94804,0.80289,0.67936,0.74579,0.46431,0.55161,0.47242,0.44262,0.18974,1.27182,1.92275,0.73983,0.96452,0.000985711,0.000985711,0.000985711
25,1280.14,1.12687,1.48484,0.65582,0.94397,0.80516,0.69365,0.77769,0.4446,0.57854,0.54306,0.51775,0.26905,1.42567,1.78706,0.78907,1.00834,0.000984449,0.000984449,0.000984449
26,1330.21,1.141,1.50358,0.67033,0.94436,0.82531,0.67794,0.76692,0.47086,0.53247,0.46781,0.43886,0.19864,1.27476,2.07013,0.74732,0.96138,0.000983133,0.000983133,0.000983133
27,1381.3,1.14856,1.49036,0.66328,0.94632,0.85601,0.68806,0.7795,0.47886,0.54378,0.48481,0.44219,0.20483,1.26225,1.75351,0.73088,0.95451,0.000981765,0.000981765,0.000981765
28,1432.22,1.12135,1.47562,0.6565,0.94456,0.85653,0.69125,0.78901,0.47417,0.60388,0.50839,0.4949,0.22603,1.28595,1.73448,0.72521,0.97302,0.000980345,0.000980345,0.000980345
29,1483.76,1.11916,1.48026,0.65495,0.93907,0.8176,0.67689,0.76376,0.4524,0.55724,0.4842,0.46626,0.23076,1.33739,1.78792,0.74273,0.9627,0.000978873,0.000978873,0.000978873
30,1534.49,1.12101,1.45703,0.64974,0.94006,0.86937,0.70889,0.79741,0.47769,0.60617,0.50854,0.48491,0.23843,1.3225,1.78872,0.73399,0.97078,0.000977349,0.000977349,0.000977349
31,1585.46,1.10361,1.42735,0.64073,0.93596,0.85685,0.689,0.7737,0.48006,0.62012,0.52735,0.50736,0.25021,1.23458,1.72531,0.69981,0.96102,0.000975773,0.000975773,0.000975773
32,1636.73,1.08778,1.41567,0.63144,0.93152,0.855,0.68801,0.78183,0.4779,0.60008,0.52571,0.49095,0.23191,1.30004,1.75702,0.72655,0.96606,0.000974145,0.000974145,0.000974145
33,1687.79,1.1195,1.44776,0.64226,0.93526,0.76817,0.70284,0.74003,0.4567,0.51024,0.47216,0.41913,0.1985,1.32113,1.76054,0.75774,0.96724,0.000972466,0.000972466,0.000972466
34,1739.26,1.10168,1.40459,0.63204,0.92951,0.80858,0.69173,0.76559,0.45003,0.61661,0.52048,0.49529,0.23318,1.33195,1.6589,0.75134,0.97456,0.000970736,0.000970736,0.000970736
35,1790.31,1.08957,1.41277,0.63154,0.92884,0.8371,0.71495,0.79216,0.5009,0.57525,0.54027,0.48742,0.23474,1.21549,1.72578,0.71456,0.94102,0.000968955,0.000968955,0.000968955
36,1841.85,1.08783,1.40996,0.63392,0.93063,0.81598,0.72335,0.78878,0.47659,0.57786,0.52299,0.4789,0.22614,1.29482,1.72822,0.75775,0.99533,0.000967122,0.000967122,0.000967122
37,1892.37,1.0754,1.37508,0.62457,0.92623,0.87038,0.69732,0.79527,0.48939,0.58933,0.50971,0.48824,0.23394,1.19957,1.61245,0.70937,0.95578,0.000965239,0.000965239,0.000965239
38,1943.13,1.08559,1.3948,0.62832,0.92808,0.82345,0.69647,0.78175,0.48672,0.60967,0.54483,0.52813,0.24561,1.28108,1.71491,0.73162,0.94876,0.000963306,0.000963306,0.000963306
39,1994.47,1.09173,1.38297,0.6269,0.9265,0.85439,0.67624,0.7787,0.47357,0.57541,0.53592,0.48071,0.22756,1.29169,1.84696,0.71755,0.95124,0.000961322,0.000961322,0.000961322
40,2045.24,1.07576,1.36959,0.6193,0.92371,0.8606,0.69568,0.7846,0.47761,0.62152,0.54023,0.50872,0.24839,1.22742,1.62932,0.70301,0.95044,0.000959289,0.000959289,0.000959289
41,2095.21,1.05774,1.36378,0.61302,0.92256,0.82417,0.71006,0.79305,0.49388,0.60626,0.53811,0.52175,0.25084,1.22851,1.59059,0.71515,0.95551,0.000957205,0.000957205,0.000957205
42,2145.04,1.08355,1.38247,0.62558,0.93012,0.84289,0.66878,0.77949,0.49245,0.58615,0.50486,0.48436,0.21312,1.22975,1.77979,0.72602,0.96147,0.000955072,0.000955072,0.000955072
43,2195.2,1.06277,1.3845,0.61685,0.92513,0.8114,0.69888,0.785,0.48343,0.62615,0.55053,0.52983,0.24812,1.33555,1.78615,0.75501,1.04757,0.000952889,0.000952889,0.000952889
44,2245.62,1.06081,1.37308,0.61447,0.92464,0.83024,0.69323,0.79565,0.48864,0.56804,0.49103,0.45508,0.18469,1.31229,1.93435,0.73476,0.98773,0.000950658,0.000950658,0.000950658
45,2295.69,1.052,1.35483,0.60746,0.92015,0.86203,0.70798,0.79096,0.48733,0.61277,0.51047,0.4755,0.21277,1.24416,1.64181,0.70526,0.93794,0.000948377,0.000948377,0.000948377
46,2345.89,1.05061,1.3812,0.61147,0.92098,0.82882,0.72475,0.79096,0.4862,0.61257,0.53878,0.51056,0.24206,1.25269,1.73773,0.71687,0.97217,0.000946048,0.000946048,0.000946048
47,2396.54,1.0413,1.34619,0.60355,0.92044,0.84765,0.70631,0.78856,0.4806,0.62091,0.53772,0.51244,0.24488,1.23378,1.61895,0.7026,0.94965,0.000943671,0.000943671,0.000943671
48,2446.98,1.03126,1.3448,0.60318,0.9212,0.85876,0.69812,0.80098,0.4942,0.61499,0.53883,0.52951,0.24571,1.21813,1.65509,0.70175,0.94654,0.000941245,0.000941245,0.000941245
49,2497.01,1.03569,1.33891,0.6024,0.91744,0.8238,0.71316,0.79361,0.50395,0.58437,0.54009,0.49067,0.23579,1.20601,1.68063,0.70897,0.93055,0.000938772,0.000938772,0.000938772
50,2547.06,1.03324,1.3266,0.59856,0.91797,0.85378,0.69439,0.78431,0.49388,0.62099,0.50717,0.48551,0.21772,1.21625,1.70639,0.69849,0.94877,0.000936251,0.000936251,0.000936251
51,2597.2,1.03335,1.34634,0.59978,0.91745,0.86249,0.68812,0.79668,0.5233,0.62496,0.56234,0.54391,0.24856,1.16652,1.57957,0.67954,0.92236,0.000933683,0.000933683,0.000933683
52,2647.7,1.02758,1.31931,0.59373,0.91874,0.83448,0.72831,0.80156,0.49821,0.61017,0.52726,0.49123,0.21702,1.24377,1.71998,0.71196,0.99676,0.000931067,0.000931067,0.000931067
53,2698.32,1.04464,1.32887,0.60152,0.92081,0.86741,0.70183,0.79067,0.4935,0.6039,0.49476,0.45835,0.19436,1.21616,1.7048,0.70573,0.94034,0.000928405,0.000928405,0.000928405
54,2748.2,1.03974,1.33269,0.59807,0.9184,0.86847,0.6929,0.80231,0.50764,0.61263,0.53294,0.50931,0.24406,1.1773,1.63402,0.67792,0.96743,0.000925697,0.000925697,0.000925697
55,2798.7,1.03182,1.32944,0.59842,0.91695,0.82396,0.70326,0.76775,0.49524,0.64612,0.51744,0.49967,0.22642,1.25123,1.57988,0.71737,0.95683,0.000922942,0.000922942,0.000922942
56,2848.62,1.00006,1.2926,0.58435,0.91444,0.88343,0.70251,0.80906,0.52102,0.61559,0.49041,0.46911,0.21272,1.2168,1.67476,0.68115,0.94957,0.000920142,0.000920142,0.000920142
57,2898.97,1.03132,1.31407,0.59667,0.91606,0.84396,0.71492,0.79483,0.50678,0.61315,0.55281,0.51627,0.22071,1.20645,1.61076,0.67071,0.92717,0.000917296,0.000917296,0.000917296
58,2949.42,1.0065,1.27988,0.58495,0.91268,0.85822,0.6878,0.78952,0.48658,0.65275,0.51642,0.51692,0.24879,1.25827,1.61067,0.71818,0.97389,0.000914405,0.000914405,0.000914405
59,2999.24,1.00103,1.29145,0.58322,0.90993,0.86164,0.68723,0.78586,0.49603,0.6475,0.52651,0.52572,0.2461,1.16638,1.72694,0.68369,0.92609,0.000911469,0.000911469,0.000911469
60,3048.58,1.0254,1.29945,0.59204,0.91249,0.86121,0.71458,0.79592,0.50503,0.63223,0.54821,0.52683,0.24644,1.18874,1.55601,0.70143,0.95824,0.000908488,0.000908488,0.000908488
61,3098.56,1.00108,1.27601,0.57719,0.90941,0.85074,0.71337,0.80638,0.51053,0.62609,0.55979,0.54063,0.25485,1.18781,1.59871,0.6716,0.94867,0.000905463,0.000905463,0.000905463
62,3149.07,1.02885,1.29479,0.58913,0.91294,0.87204,0.69096,0.79807,0.5041,0.65641,0.53206,0.5407,0.24042,1.18019,1.66412,0.65825,0.93355,0.000902395,0.000902395,0.000902395
63,3199.41,0.99835,1.26901,0.57491,0.90723,0.84198,0.70596,0.79115,0.50422,0.63284,0.52216,0.50595,0.228,1.16616,1.62681,0.67824,0.93412,0.000899282,0.000899282,0.000899282
64,3248.76,0.99589,1.27438,0.57784,0.9068,0.87742,0.69391,0.79367,0.51559,0.68684,0.54249,0.54285,0.25565,1.14107,1.51317,0.66962,0.93204,0.000896127,0.000896127,0.000896127
65,3298.17,1.00078,1.28593,0.57775,0.90526,0.85386,0.69573,0.79982,0.52192,0.64179,0.50658,0.50746,0.23997,1.1565,1.60234,0.66436,0.93024,0.000892928,0.000892928,0.000892928
66,3348.26,0.99159,1.26073,0.57259,0.91001,0.87743,0.69729,0.80881,0.50424,0.67051,0.59143,0.57742,0.26791,1.20547,1.49775,0.66895,0.93192,0.000889687,0.000889687,0.000889687
67,3398.35,0.98925,1.23668,0.56644,0.90229,0.84751,0.69393,0.80555,0.53907,0.60398,0.50138,0.50695,0.22269,1.11158,1.6153,0.65278,0.9242,0.000886404,0.000886404,0.000886404
68,3448.81,0.97127,1.25741,0.56485,0.90269,0.84515,0.7127,0.80115,0.52152,0.60984,0.55427,0.51726,0.22434,1.13117,1.48075,0.65874,0.94551,0.000883079,0.000883079,0.000883079
69,3498.29,0.99376,1.26125,0.57751,0.90762,0.8631,0.67787,0.78664,0.50461,0.68294,0.52438,0.54152,0.24024,1.18377,1.57896,0.68828,0.93716,0.000879713,0.000879713,0.000879713
70,3548.01,0.96867,1.26207,0.56432,0.90499,0.88415,0.70495,0.79624,0.51552,0.67321,0.5397,0.53829,0.25236,1.12311,1.51485,0.65505,0.93267,0.000876305,0.000876305,0.000876305
71,3597.59,0.98249,1.28031,0.56897,0.9061,0.8745,0.71314,0.80962,0.52672,0.62442,0.55209,0.51763,0.2331,1.10731,1.51232,0.65124,0.90642,0.000872857,0.000872857,0.000872857
72,3647.44,0.97315,1.24062,0.56929,0.90327,0.84107,0.65441,0.77771,0.49302,0.59084,0.44664,0.44323,0.18116,1.17137,1.72221,0.68728,0.92831,0.000869368,0.000869368,0.000869368
73,3697.15,0.98215,1.24465,0.56975,0.90498,0.84856,0.65456,0.7809,0.50895,0.60317,0.46362,0.47252,0.20578,1.19607,1.59096,0.71239,0.93318,0.000865839,0.000865839,0.000865839
74,3746.17,0.97427,1.26605,0.5656,0.90352,0.87766,0.71106,0.81122,0.46928,0.69761,0.57681,0.5936,0.29886,1.20316,1.63337,0.68551,0.93296,0.000862271,0.000862271,0.000862271
75,3795.53,0.96672,1.23777,0.5624,0.90208,0.8468,0.70539,0.79782,0.52464,0.59445,0.52848,0.49945,0.23159,1.13845,1.524,0.66459,0.92996,0.000858664,0.000858664,0.000858664
76,3845.74,0.96814,1.23844,0.56193,0.90381,0.85669,0.70312,0.79368,0.52762,0.61244,0.52568,0.50283,0.22574,1.13043,1.61819,0.65002,0.94073,0.000855018,0.000855018,0.000855018
77,3895.69,0.97745,1.23313,0.56754,0.90583,0.83839,0.71006,0.79232,0.51368,0.63848,0.54217,0.5259,0.24481,1.17398,1.54917,0.67161,0.93795,0.000851333,0.000851333,0.000851333
78,3945.95,0.96134,1.22315,0.5615,0.89531,0.86551,0.6865,0.79697,0.51332,0.64787,0.56154,0.54833,0.26199,1.14466,1.52824,0.66653,0.92098,0.000847611,0.000847611,0.000847611
79,3995.86,0.95941,1.2219,0.55871,0.89938,0.84576,0.69914,0.80075,0.5088,0.64793,0.54503,0.55011,0.23429,1.14447,1.55006,0.65905,0.94343,0.000843851,0.000843851,0.000843851
80,4045.87,0.95036,1.2238,0.55396,0.8973,0.84346,0.70942,0.79847,0.5162,0.60709,0.50939,0.50447,0.22228,1.15053,1.59675,0.65873,0.92828,0.000840054,0.000840054,0.000840054
81,4096.37,0.95803,1.25212,0.55723,0.89975,0.86581,0.68397,0.79761,0.51978,0.64605,0.53057,0.52798,0.22431,1.14474,1.62413,0.65645,0.94908,0.00083622,0.00083622,0.00083622
82,4146.89,0.95879,1.2278,0.5573,0.90238,0.87236,0.71473,0.81299,0.52086,0.69774,0.57187,0.57983,0.25376,1.16053,1.60817,0.63887,0.93596,0.000832349,0.000832349,0.000832349
83,4197.25,0.97068,1.24928,0.56581,0.90314,0.86287,0.71573,0.81507,0.5262,0.67025,0.51454,0.53911,0.24354,1.13864,1.6542,0.65697,0.93606,0.000828443,0.000828443,0.000828443
84,4247.56,0.9566,1.22847,0.55566,0.90065,0.83756,0.68934,0.79374,0.516,0.62034,0.54767,0.51698,0.21521,1.15742,1.55156,0.66612,0.9305,0.000824502,0.000824502,0.000824502
85,4298.33,0.95688,1.22283,0.5555,0.90015,0.87581,0.67526,0.81268,0.53117,0.70243,0.53124,0.5739,0.26102,1.12378,1.55986,0.67089,0.92396,0.000820525,0.000820525,0.000820525
86,4349.14,0.95702,1.21707,0.55328,0.89876,0.88232,0.69808,0.79964,0.51661,0.6874,0.54881,0.55706,0.24912,1.12525,1.58836,0.6461,0.93928,0.000816514,0.000816514,0.000816514
87,4399.31,0.94509,1.20593,0.54978,0.89876,0.85544,0.71236,0.80461,0.52361,0.63647,0.55164,0.53619,0.24328,1.13169,1.56116,0.64899,0.9412,0.000812468,0.000812468,0.000812468
88,4449.27,0.94212,1.20006,0.54772,0.89914,0.83355,0.71628,0.80554,0.51136,0.6056,0.52931,0.51728,0.23447,1.14671,1.52615,0.65447,0.94603,0.000808389,0.000808389,0.000808389
89,4499.58,0.95266,1.23262,0.55477,0.89909,0.86621,0.67054,0.80124,0.52391,0.68015,0.51259,0.53992,0.22868,1.13773,1.56819,0.65943,0.94057,0.000804277,0.000804277,0.000804277
90,4550.14,0.94917,1.20967,0.5514,0.89833,0.8518,0.72274,0.80908,0.53392,0.64557,0.55246,0.55168,0.23408,1.13025,1.64319,0.65552,0.93128,0.000800131,0.000800131,0.000800131
91,4601.12,0.94544,1.21516,0.55229,0.89671,0.8581,0.71472,0.81917,0.52889,0.66262,0.56455,0.56618,0.24767,1.13259,1.50015,0.64072,0.94029,0.000795954,0.000795954,0.000795954
92,4651.82,0.94363,1.19764,0.54727,0.89491,0.85194,0.69694,0.80675,0.52988,0.68991,0.51553,0.55236,0.24954,1.13132,1.50256,0.65222,0.93899,0.000791744,0.000791744,0.000791744
93,4702.19,0.9281,1.177,0.54028,0.8933,0.83284,0.68525,0.79437,0.53277,0.68661,0.51177,0.55184,0.24976,1.09641,1.49595,0.65209,0.93142,0.000787503,0.000787503,0.000787503
94,4752.52,0.93643,1.1711,0.54098,0.8944,0.86707,0.68585,0.81092,0.52888,0.66318,0.511,0.53878,0.24385,1.14325,1.45411,0.65254,0.94604,0.000783231,0.000783231,0.000783231
95,4803.6,0.94122,1.19396,0.54429,0.8938,0.90193,0.68585,0.81097,0.52354,0.7145,0.54274,0.5702,0.26185,1.114,1.55351,0.62395,0.92596,0.000778929,0.000778929,0.000778929
96,4854.61,0.9286,1.18561,0.53837,0.89355,0.8622,0.71339,0.81259,0.54952,0.65983,0.55308,0.55501,0.24948,1.082,1.53728,0.63025,0.91679,0.000774596,0.000774596,0.000774596
97,4904.91,0.93488,1.19966,0.5462,0.89547,0.8553,0.70043,0.80551,0.52822,0.65893,0.52017,0.52948,0.24622,1.09772,1.52445,0.62394,0.94781,0.000770234,0.000770234,0.000770234
98,4956.12,0.90642,1.15,0.53466,0.8924,0.8647,0.6729,0.80444,0.54438,0.65022,0.50618,0.52677,0.23513,1.10601,1.50704,0.64809,0.92089,0.000765843,0.000765843,0.000765843
99,5006.55,0.93439,1.18741,0.54569,0.89468,0.86104,0.69495,0.80272,0.53148,0.66398,0.54156,0.55754,0.2382,1.11766,1.59891,0.64806,0.9194,0.000761423,0.000761423,0.000761423
100,5056.95,0.93074,1.17104,0.53888,0.89359,0.87099,0.68749,0.80713,0.52773,0.66425,0.53001,0.55134,0.24461,1.13383,1.5678,0.63547,0.93394,0.000756976,0.000756976,0.000756976
101,5107.12,0.92898,1.1806,0.53904,0.89214,0.8408,0.72208,0.81731,0.53811,0.64605,0.56786,0.55853,0.25151,1.09728,1.47666,0.62938,0.93443,0.0007525,0.0007525,0.0007525
102,5157.57,0.92277,1.19716,0.53869,0.89319,0.80157,0.71869,0.78906,0.51545,0.62827,0.57245,0.56428,0.23712,1.08947,1.52027,0.63275,0.929,0.000747997,0.000747997,0.000747997
103,5208.47,0.90757,1.1583,0.52874,0.88942,0.86551,0.68843,0.81155,0.54305,0.66569,0.52766,0.57552,0.24426,1.09644,1.50492,0.63881,0.93521,0.000743468,0.000743468,0.000743468
104,5259.85,0.90845,1.15027,0.52768,0.88778,0.8871,0.71557,0.81571,0.54246,0.6894,0.56343,0.57405,0.24806,1.07844,1.45693,0.62535,0.9224,0.000738913,0.000738913,0.000738913
105,5311.07,0.93198,1.17044,0.53658,0.893,0.88117,0.69855,0.8169,0.53258,0.70683,0.56579,0.60305,0.25866,1.13979,1.47833,0.63052,0.92391,0.000734332,0.000734332,0.000734332
106,5361.98,0.90805,1.1609,0.53046,0.89206,0.9073,0.70786,0.81874,0.53746,0.70495,0.58114,0.59205,0.27396,1.10844,1.52203,0.63272,0.93019,0.000729725,0.000729725,0.000729725
107,5413.29,0.90121,1.13901,0.52632,0.88735,0.89427,0.71112,0.83246,0.54881,0.70054,0.56373,0.58547,0.26763,1.12846,1.49058,0.62556,0.93589,0.000725094,0.000725094,0.000725094
108,5464.1,0.91465,1.15907,0.53056,0.88899,0.89324,0.67991,0.81077,0.53851,0.67001,0.50069,0.52612,0.22481,1.11021,1.59041,0.64104,0.9215,0.000720439,0.000720439,0.000720439
109,5515.23,0.92217,1.16518,0.53556,0.88982,0.87827,0.71674,0.81753,0.54487,0.67979,0.54781,0.5613,0.24182,1.10675,1.51829,0.62525,0.92448,0.000715761,0.000715761,0.000715761
110,5567.22,0.88723,1.13383,0.52099,0.88453,0.90692,0.7053,0.82376,0.54741,0.68867,0.53723,0.55814,0.25179,1.10852,1.47934,0.61629,0.91898,0.000711059,0.000711059,0.000711059
111,5618.96,0.89402,1.14117,0.5244,0.888,0.89807,0.67757,0.81735,0.54556,0.6909,0.52979,0.57149,0.27042,1.10031,1.48009,0.62292,0.93617,0.000706335,0.000706335,0.000706335
112,5670.1,0.89769,1.14243,0.52531,0.88609,0.84116,0.71921,0.81285,0.54411,0.64444,0.54792,0.55281,0.25371,1.09867,1.5037,0.62443,0.92764,0.000701588,0.000701588,0.000701588
113,5721.91,0.8984,1.14431,0.52385,0.88685,0.86884,0.71313,0.81948,0.55653,0.66823,0.54955,0.57287,0.25837,1.06918,1.48268,0.61819,0.92341,0.00069682,0.00069682,0.00069682
114,5773.59,0.89211,1.12404,0.52275,0.88654,0.88071,0.70628,0.82434,0.53802,0.68989,0.52419,0.56238,0.24579,1.09617,1.47496,0.62896,0.92535,0.000692031,0.000692031,0.000692031
115,5824.94,0.89637,1.14782,0.52268,0.88439,0.87202,0.68942,0.81068,0.53949,0.6633,0.53224,0.55857,0.24534,1.08548,1.49713,0.63707,0.91387,0.000687222,0.000687222,0.000687222
116,5876.45,0.89482,1.12985,0.5235,0.88853,0.8389,0.72552,0.8169,0.5163,0.6211,0.55079,0.53764,0.248,1.11647,1.45656,0.64554,0.96053,0.000682392,0.000682392,0.000682392
117,5927.7,0.87329,1.11982,0.51458,0.88125,0.87026,0.69304,0.8154,0.54449,0.69202,0.55823,0.59535,0.26202,1.07453,1.44388,0.62458,0.93512,0.000677543,0.000677543,0.000677543
118,5979.05,0.8898,1.13948,0.522,0.88695,0.87602,0.70889,0.82171,0.54518,0.68894,0.53827,0.57373,0.25089,1.06034,1.44986,0.61192,0.92341,0.000672675,0.000672675,0.000672675
119,6030.4,0.88797,1.13909,0.51878,0.88699,0.87997,0.69246,0.80782,0.5339,0.6739,0.53785,0.5616,0.24054,1.09096,1.49186,0.62823,0.92995,0.000667789,0.000667789,0.000667789
120,6082.64,0.90804,1.13425,0.52499,0.88578,0.86528,0.69425,0.8097,0.53654,0.70451,0.55551,0.58904,0.25543,1.12254,1.60748,0.63495,0.93617,0.000662885,0.000662885,0.000662885
121,6134.24,0.8888,1.11598,0.52064,0.88656,0.87298,0.71392,0.82209,0.54715,0.63546,0.52081,0.52553,0.22452,1.10176,1.53006,0.61775,0.94647,0.000657963,0.000657963,0.000657963
122,6186.78,0.87821,1.11714,0.51529,0.88705,0.85053,0.7183,0.8205,0.53746,0.65904,0.57186,0.58485,0.26713,1.12179,1.50455,0.62788,0.94624,0.000653025,0.000653025,0.000653025
123,6238.42,0.88341,1.11403,0.51997,0.88325,0.90017,0.69376,0.82043,0.55326,0.69479,0.52139,0.55781,0.24029,1.07834,1.50702,0.61377,0.93682,0.000648071,0.000648071,0.000648071
124,6290.01,0.87347,1.11176,0.51419,0.88502,0.88109,0.71785,0.82053,0.55237,0.71765,0.58963,0.61257,0.25992,1.05394,1.45694,0.61975,0.94166,0.000643101,0.000643101,0.000643101
125,6341.52,0.86228,1.10163,0.5053,0.88125,0.88633,0.70376,0.81979,0.54406,0.71697,0.55612,0.57977,0.26673,1.09008,1.52973,0.62688,0.93028,0.000638115,0.000638115,0.000638115
126,6393.33,0.87875,1.11673,0.51416,0.88413,0.87208,0.71765,0.83081,0.55267,0.67693,0.52326,0.5665,0.25801,1.07309,1.48157,0.61086,0.92398,0.000633115,0.000633115,0.000633115
127,6444.54,0.88092,1.12145,0.51264,0.88148,0.91646,0.68911,0.82049,0.54922,0.72093,0.53697,0.56621,0.24088,1.07737,1.51728,0.60528,0.94405,0.000628101,0.000628101,0.000628101
